year,category,n,Num_Trans,Area,Property_Type
2012,PARK HOUSE,1982,2,Orchard,Apartment
2012,PARK INFINIA AT WEE NAM,1893,28,Novena,Condominium
2012,PARK NATURA,1106,24,Bukit Timah,Condominium
2012,PARK VIEW MANSION,578,4,Jurong East,Apartment
2012,PARK VILLAS,893,12,Hougang,Semi-Detached House
2012,PARK WEST,861,23,Clementi,Condominium
2012,PARKSHORE,1244,8,Kallang,Condominium
2012,PARKVIEW APARTMENTS,757,40,Bukit Batok,Apartment
2012,PARRY COURT,772,1,Hougang,Apartment
2012,PARRY GREEN,937,2,Hougang,Terrace House
2012,PARRY PARK,1152,4,Hougang,Terrace House
2012,PASADENA,1240,4,Novena,Apartment
2012,PASIR PANJANG COURT,877,4,Queenstown,Apartment
2012,PASIR PANJANG GARDENS,1554,1,Clementi,Terrace House
2012,PASIR PANJANG LODGE,875,1,Queenstown,Apartment
2012,PASIR RIS BEACH PARK,767,13,Pasir Ris,Detached House
2012,PASIR VIEW PARK,1055,8,Queenstown,Condominium
2012,PATERSON RESIDENCE,2278,3,River Valley,Condominium
2012,PATERSON SUITES,2631,20,River Valley,Condominium
2012,PAVILION 11,1485,9,Novena,Condominium
2012,PAVILION PARK,1146,5,Bukit Batok,Semi-Detached House
2012,PAYA LEBAR GARDENS,1309,7,Hougang,Terrace House
2012,PAYA LEBAR RESIDENCES,1084,1,Geylang,Apartment
2012,PEACE CENTRE/MANSIONS,687,6,Rochor,Apartment
2012,PEACH GARDEN,1295,5,Marine Parade,Apartment
2012,PEAK COURT CONDOMINIUM,1199,1,Novena,Condominium
2012,PEAKVIEW ESTATE,856,4,Bedok,Semi-Detached House
2012,PEARL BANK APARTMENT,880,10,Outram,Apartment
2012,PEARLS CENTRE,929,1,Outram,Apartment
2012,PEBBLE BAY,1329,28,Kallang,Condominium
2012,PEIRCE VIEW,919,2,Ang Mo Kio,Condominium
2012,PEIRCE VILLAS,1570,1,Tanglin,Detached House
2012,PEOPLE'S GARDEN,1166,3,Hougang,Apartment
2012,PEOPLE'S PARK CENTRE,819,2,Outram,Apartment
2012,PEOPLE'S PARK COMPLEX,973,21,Outram,Apartment
2012,PEPPERMINT GROVE,1339,1,Novena,Apartment
2012,PEPYS HILL CONDOMINIUM,1080,1,Queenstown,Condominium
2012,PETAIN COURT,820,1,Kallang,Apartment
2012,PETAIN RD/TYRWHITT RD CON AREA,648,1,Kallang,Apartment
2012,PHOENIX HEIGHTS,577,8,Bukit Batok,Apartment
2012,PICARDY GARDENS,978,3,Bedok,Apartment
2012,PINE COURT,929,1,Bedok,Apartment
2012,PINE GROVE,852,31,Bukit Timah,Condominium
2012,PINE VILLAS,1076,2,Sungei Kadut,Semi-Detached House
2012,PINEHURST CONDOMINIUM,909,4,Bedok,Condominium
2012,PINETREE CONDOMINIUM,1552,2,Tanglin,Condominium
2012,PINEVALE,727,15,Tampines,Executive Condominium
2012,PINEWOOD GARDENS,1618,5,Tanglin,Condominium
2012,PINNACLE 16,1392,9,Novena,Apartment
2012,PLATINA GARDENS,418,1,Mandai,Terrace House
2012,PLATINUM EDGE,1312,3,Toa Payoh,Apartment
2012,POH HUAT GARDENS,884,2,Hougang,Terrace House
2012,POSHGROVE EAST,1275,4,Bedok,Condominium
2012,PRESIDENT GARDENS,1073,2,Ang Mo Kio,Terrace House
2012,PRESTIGE HEIGHTS,1694,7,Novena,Apartment
2012,PRESTIGE LOFT,1530,1,Bedok,Apartment
2012,PRESTIGE RESIDENCE,1121,1,Bedok,Apartment
2012,PRIMO RESIDENCES,1389,3,Hougang,Apartment
2012,PRINCESS OF WALES PARK,1520,2,Bukit Timah,Detached House
2012,PRINCETON VALE,954,4,Hougang,Semi-Detached House
2012,PRISTINE HEIGHTS,1252,4,Kallang,Apartment
2012,PROXIMO,1478,3,Tanglin,Apartment
2012,QUEENS,1229,42,Queenstown,Condominium
2012,QUEENSBERRY LODGE,1270,3,Tanglin,Apartment
2012,QUEENSWAY TOWER,909,3,Queenstown,Apartment
2012,QUINTERRA,1261,4,Bukit Timah,Apartment
2012,R66 APARTMENTS,1418,3,Kallang,Apartment
2012,RACE COURSE 138,980,2,Rochor,Apartment
2012,RACE COURSE MANSION,985,1,Rochor,Apartment
2012,RACE COURSE RD/OWEN RD CON AREA,1282,1,Kallang,Apartment
2012,RADIX,1259,1,Bedok,Apartment
2012,RAFFLES PARK,1636,4,Bukit Timah,Detached House
2012,RAFFLESIA CONDOMINIUM,1078,16,Bishan,Condominium
2012,RAINTREE VALLEY,1184,1,Ang Mo Kio,Terrace House
2012,RAJAH TOWERS,815,2,Novena,Apartment
2012,RANGOON APARTMENTS,834,1,Kallang,Apartment
2012,RANGOON COURT,973,1,Kallang,Apartment
2012,RANGOON VIEW,1189,3,Kallang,Apartment
2012,RAYA GARDEN,1186,1,Hougang,Terrace House
2012,REBECCA PARK,1574,1,Bukit Timah,Detached House
2012,REFLECTIONS AT KEPPEL BAY,2001,6,Bukit Merah,Condominium
2012,REGAL 35,846,5,Geylang,Apartment
2012,REGAL COURT,1075,2,Novena,Apartment
2012,REGENCY LODGE,1210,1,Tanglin,Apartment
2012,REGENCY PARK,1820,9,Tanglin,Condominium
2012,REGENCY SUITES,1477,13,Bukit Merah,Apartment
2012,REGENT GROVE,746,62,Choa Chu Kang,Condominium
2012,REGENT HEIGHTS,780,49,Bukit Batok,Condominium
2012,REGENT PARK,1017,21,Clementi,Condominium
2012,REGENT VILLAS,1137,2,Bukit Timah,Semi-Detached House
2012,REGENTVILLE,771,50,Hougang,Apartment
2012,REGIS MANSIONS,811,3,Bukit Timah,Apartment
2012,RESERVOIR VILLAS,744,1,Bedok,Semi-Detached House
2012,RESIDENCE 66,1146,1,Bedok,Apartment
2012,RESIDENCES @ EVELYN,1773,24,Novena,Condominium
2012,RESIDENCES @ JANSEN,1068,4,Hougang,Apartment
2012,RESIDENCES @ NOVENA,1245,1,Novena,Semi-Detached House
2012,RESIDENCES @ STANGEE,1915,1,Marine Parade,Terrace House
2012,RESIDENCES AT 338A,1538,5,River Valley,Apartment
2012,RHAPSODY ON MOUNT ELIZABETH,2242,2,Newton,Apartment
2012,RIA TOWNHOUSES,777,1,Bedok,Terrace House
2012,RICH EAST GARDEN,963,1,Bedok,Condominium
2012,RICHMOND PARK,2680,3,Newton,Condominium
2012,RICHMOND VILLE,1217,2,Bedok,Semi-Detached House
2012,RIDGEVALE GARDENS,1180,3,Bukit Timah,Semi-Detached House
2012,RIDGEWOOD,1137,14,Bukit Timah,Condominium
2012,RIO GARDENS,953,6,Kallang,Apartment
2012,RIO VISTA,827,41,Hougang,Condominium
2012,RIS GRANDEUR,898,22,Pasir Ris,Condominium
2012,RISING SUITES,1654,3,Newton,Apartment
2012,RITZ MANSIONS,1001,2,Novena,Apartment
2012,RITZ REGENCY,1134,3,Geylang,Apartment
2012,RIVAGE,1293,1,Marine Parade,Apartment
2012,RIVER PLACE,1325,43,Singapore River,Condominium
2012,RIVER VALLEY APARTMENTS,1221,1,Tanglin,Apartment
2012,RIVEREDGE,1228,10,Kallang,Condominium
2012,RIVERGATE,2063,33,Singapore River,Apartment
2012,RIVERIA GARDENS,2181,9,River Valley,Apartment
2012,RIVERSHIRE,1713,3,River Valley,Apartment
2012,RIVERSIDE 48,1662,2,Singapore River,Apartment
2012,RIVERVALE CREST,800,34,Sengkang,Apartment
2012,RIVERWALK APARTMENT,1660,2,Singapore River,Apartment
2012,RIVIERA RESIDENCES,1171,17,Bedok,Condominium
2012,RIZ HAVEN,1261,1,Pasir Ris,Apartment
2012,ROBERTSON 100,1657,18,Singapore River,Apartment
2012,ROBERTSON BLUE,1941,1,Singapore River,Apartment
2012,ROBERTSON EDGE,1975,4,River Valley,Apartment
2012,ROBIN REGALIA,1580,2,Tanglin,Apartment
2012,ROCCA BALESTIER,973,3,Novena,Apartment
2012,ROCHELLE AT NEWTON,1475,9,Novena,Condominium
2012,ROSALIA PARK,816,2,Serangoon,Condominium
2012,ROSEVALE,1479,2,Novena,Apartment
2012,ROSEWOOD,739,38,Woodlands,Condominium
2012,ROSEWOOD SUITES,811,11,Woodlands,Condominium
2012,ROSYTH RESIDENCE,787,1,Hougang,Apartment
2012,ROSYTH VILLE,965,4,Hougang,Apartment
2012,ROYAL COURT,1013,2,Bukit Timah,Apartment
2012,ROYALVILLE,1387,2,Bukit Timah,Condominium
2012,SAM KIANG MANSIONS,1525,1,River Valley,Apartment
2012,SANCTUARY @ 813,1217,1,Hougang,Apartment
2012,SANCTUARY GREEN,1143,40,Kallang,Condominium
2012,SANDALWOOD,1112,4,Marine Parade,Apartment
2012,SANDILANDS RESIDENCES,1218,2,Hougang,Semi-Detached House
2012,SANDY ISLAND,1752,1,Southern Islands,Detached House
2012,SANDY PALM,800,1,Pasir Ris,Condominium
2012,SANFORD PARK,1045,2,Hougang,Terrace House
2012,SANTA FE MANSIONS,1182,4,Marine Parade,Apartment
2012,SARACA GARDENS,903,7,Serangoon,Semi-Detached House
2012,SARACA VILLAS,796,2,Serangoon,Terrace House
2012,SARHAD VILLE,1050,1,Queenstown,Condominium
2012,SAVANNAH CONDOPARK,835,50,Tampines,Condominium
2012,SAVOY PARK,1050,4,Bukit Timah,Terrace House
2012,SCENIC HEIGHTS,1061,2,Novena,Apartment
2012,SCOTTS 28,2148,8,Newton,Condominium
2012,SCOTTS HIGHPARK,2085,5,Newton,Condominium
2012,SEA AVENUE RESIDENCES,1213,4,Marine Parade,Apartment
2012,SEA VIEW PARK,1298,2,Marine Parade,Semi-Detached House
2012,SEASCAPE,2714,4,Southern Islands,Condominium
2012,SEASIDE PARK,1319,5,Bedok,Apartment
2012,SEASONS PARK,807,35,Ang Mo Kio,Condominium
2012,SEASONS VIEW,976,14,Bishan,Condominium
2012,SEAVIEW PARK,1358,1,Marine Parade,Detached House
2012,SECOND AVENUE JUNCTION,1228,1,Bukit Timah,Apartment
2012,SELANTING GREEN,879,2,Bukit Timah,Apartment
2012,SELETAR GARDEN,1008,3,Ang Mo Kio,Semi-Detached House
2012,SELETAR HILLS ESTATE,1010,51,Hougang,Detached House
2012,SELETAR SPRINGS CONDOMINIUM,770,16,Hougang,Condominium
2012,SELETARIS,749,33,Sembawang,Condominium
2012,SEMBAWANG COTTAGE,652,3,Mandai,Apartment
2012,SEMBAWANG HILLS ESTATE,1166,43,Ang Mo Kio,Semi-Detached House
2012,SEMBAWANG PARK,1095,4,Mandai,Semi-Detached House
2012,SEMBAWANG SPRINGS ESTATE,958,12,Sembawang,Detached House
2012,SEMBAWANG SQUARE ESTATE,641,1,Yishun,Semi-Detached House
2012,SEMBAWANG STRAITS ESTATE,843,4,Sembawang,Semi-Detached House
2012,SENNETT ESTATE,1229,21,Toa Payoh,Apartment
2012,SENTOSA COVE,1819,5,Southern Islands,Detached House
2012,SERANGOON GARDEN ESTATE,1138,130,Serangoon,Detached House
2012,SERANGOON GARDEN VIEW,840,2,Serangoon,Terrace House
2012,SERANGOON PARK,1200,11,Serangoon,Semi-Detached House
2012,SERAYA 9,1173,2,Marine Parade,Apartment
2012,SERAYA BREEZE,1034,1,Marine Parade,Apartment
2012,SERAYA VILLE,913,1,Marine Parade,Apartment
2012,SERENE PARK,912,2,Serangoon,Semi-Detached House
2012,SERENITY PARK,888,16,Serangoon,Condominium
2012,SEVEN HOLT ROAD,1348,1,Tanglin,Apartment
2012,SHAMROCK PARK,1884,10,Bukit Timah,Detached House
2012,SHANGHAI ONE,1562,6,Tanglin,Apartment
2012,SHEARES VILLE,1402,5,Tanglin,Apartment
2012,SHEBA LODGE,724,1,Geylang,Apartment
2012,SHELFORD REGENCY,1332,6,Bukit Timah,Condominium
2012,SHELFORD SUITES,1676,6,Bukit Timah,Condominium
2012,SHEPHERD'S HILL ESTATE,1178,2,Queenstown,Detached House
2012,SHERWOOD CONDOMINIUM,931,6,Bukit Timah,Condominium
2012,SHERWOOD TOWER,725,20,Bukit Timah,Apartment
2012,SHUNFU VILLE,778,2,Bishan,Apartment
2012,SIEW LIM PARK,1106,1,Bedok,Semi-Detached House
2012,SIGLAP GARDEN,1524,1,Bedok,Terrace House
2012,SIGLAP PARK,1317,3,Bedok,Terrace House
2012,SIGNATURE AT LEWIS,1732,1,Tanglin,Apartment
2012,SIGNATURE CREST,1106,1,Geylang,Apartment
2012,SIGNATURE PARK,984,53,Bukit Timah,Condominium
2012,SILAHIS APARTMENT,835,3,Bedok,Apartment
2012,SILAHIS VILLE,1181,1,Bedok,Terrace House
2012,SILVER HILL,974,1,Hougang,Terrace House
2012,SIMEI GARDEN,660,2,Tampines,Semi-Detached House
2012,SIMEI GREEN CONDOMINIUM,797,42,Tampines,Executive Condominium
2012,SIMON PLAZA,867,1,Hougang,Apartment
2012,SIMS DORADO,1031,3,Geylang,Apartment
2012,SIMS GREEN,756,11,Geylang,Apartment
2012,SIMS MEADOWS,871,1,Geylang,Apartment
2012,SIMS POINT,795,1,Geylang,Apartment
2012,SIMS RESIDENCES,728,2,Geylang,Apartment
2012,SIMSVILLE,876,37,Geylang,Condominium
2012,SIN CHUAN GARDEN,957,3,Bedok,Detached House
2012,SIN MING PLAZA,915,12,Bishan,Apartment
2012,SINGA COURT,778,1,Bedok,Apartment
2012,SIXTH AVENUE CENTRE,1176,2,Bukit Timah,Apartment
2012,SKT MANSIONS,831,2,Geylang,Apartment
2012,SKY@ELEVEN,1671,17,Toa Payoh,Condominium
2012,SMAILING COURT,1071,1,Bedok,Apartment
2012,SOHO 188,1609,3,Rochor,Apartment
2012,SOHO @ FARRER,1083,3,Rochor,Apartment
2012,SOLEIL @ SINARAN,1892,27,Novena,Condominium
2012,SOMMERVILLE GRANDEUR,1540,3,Tanglin,Condominium
2012,SOMMERVILLE PARK,1569,22,Tanglin,Condominium
2012,SOMMERVILLE REGENCY,844,2,Serangoon,Terrace House
2012,SOO CHOW GARDEN,1081,1,Bishan,Terrace House
2012,SOPHIA 98,1453,1,Rochor,Apartment
2012,SOPHIA LODGE,1497,3,Rochor,Apartment
2012,SOUTH UNION PARK,1397,2,Bedok,Terrace House
2012,SOUTHAVEN I,804,9,Bukit Panjang,Condominium
2012,SOUTHAVEN II,962,18,Bukit Panjang,Condominium
2012,SOUTHBANK,1638,13,Kallang,Apartment
2012,SOVEREIGN @ SIMON,801,3,Hougang,Terrace House
2012,SPANISH VILLAGE,1550,3,Tanglin,Condominium
2012,SPOTTISWOODE PARK,893,11,Bukit Merah,Apartment
2012,SPRING @ KATONG,1079,7,Marine Parade,Apartment
2012,SPRING @ LANGSAT,1066,3,Geylang,Apartment
2012,SPRING GARDENS,909,1,Marine Parade,Apartment
2012,SPRING GROVE,1598,13,Tanglin,Condominium
2012,SPRING PARK ESTATE,1395,2,Bedok,Semi-Detached House
2012,SPRINGBROOK TERRACE,1221,1,Pasir Ris,Terrace House
2012,SPRINGDALE CONDOMINIUM,1044,27,Bukit Panjang,Condominium
2012,SPRINGDEW TERRACE,1381,1,Queenstown,Terrace House
2012,SPRINGHILL,521,12,Sembawang,Terrace House
2012,SPRINGLEAF GARDEN,911,11,Yishun,Semi-Detached House
2012,SPRINGLEAF VILLAS,572,4,Yishun,Semi-Detached House
2012,SPRINGVALE,1048,3,Bedok,Apartment
2012,SPRINGWOOD,1359,4,Queenstown,Terrace House
2012,ST ANNE'S WOOD,1094,3,Sengkang,Semi-Detached House
2012,ST FRANCIS COURT,815,5,Kallang,Apartment
2012,ST FRANCIS LODGE,917,4,Kallang,Apartment
2012,ST MARTIN RESIDENCE,2184,6,Tanglin,Condominium
2012,ST MARTIN'S APARTMENT,1718,2,Tanglin,Apartment
2012,ST MICHAEL'S CONDOMINIUM,971,1,Kallang,Apartment
2012,ST MICHAEL'S PLACE,842,4,Kallang,Apartment
2012,ST NICHOLAS VIEW,1065,2,Ang Mo Kio,Terrace House
2012,ST PATRICK'S COURT,1093,3,Bedok,Apartment
2012,ST PATRICK'S GREEN,946,1,Bedok,Apartment
2012,ST PATRICK'S LOFT,1064,2,Bedok,Apartment
2012,ST PATRICK'S ROW,1523,2,Bedok,Terrace House
2012,ST REGIS RESIDENCES SINGAPORE,2392,8,Orchard,Apartment
2012,ST THOMAS SUITES,2040,2,River Valley,Condominium
2012,ST THOMAS VILLE,1648,1,River Valley,Apartment
2012,STADIA,1130,5,Serangoon,Apartment
2012,STARVILLE,889,20,Bedok,Condominium
2012,STEVENS LOFT,1721,2,Tanglin,Apartment
2012,STILL MANSIONS,891,3,Bedok,Apartment
2012,STILLZ RESIDENCE,1205,2,Geylang,Apartment
2012,STRAITS GARDENS,807,2,Sembawang,Terrace House
2012,STRATA,1612,5,Novena,Apartment
2012,STRATFORD COURT,829,22,Bedok,Condominium
2012,STRATTON GREEN,1145,1,Serangoon,Terrace House
2012,STRATTON PARK,1043,3,Serangoon,Terrace House
2012,STUDIO 3,1448,4,Tanglin,Apartment
2012,STURDEE VIEW,936,1,Kallang,Apartment
2012,SUFFOLK PREMIER,1315,8,Novena,Apartment
2012,SUITES 123,1541,2,Kallang,Apartment
2012,SUITES @ AMBER,1343,4,Marine Parade,Apartment
2012,SUITES @ KOVAN,1482,3,Hougang,Apartment
2012,SUITES @ SURREY,1437,1,Novena,Apartment
2012,SUITES @ TOPAZ,1535,1,Kallang,Apartment
2012,SULTAN GATE PLACE,969,1,Rochor,Apartment
2012,SUMMER GARDENS,593,6,Bedok,Terrace House
2012,SUMMER GREEN,1037,3,Novena,Apartment
2012,SUMMER VIEW,652,1,Geylang,Apartment
2012,SUMMER VILLAS,552,1,Hougang,Terrace House
2012,SUMMERDALE,705,24,Jurong West,Executive Condominium
2012,SUMMERHILL,1052,19,Bukit Batok,Condominium
2012,SUMMERLEA GREEN,1158,2,Bukit Timah,Terrace House
2012,SUMMIT VILLE,591,1,Bukit Batok,Semi-Detached House
2012,SUN PLAZA,723,5,Sembawang,Apartment
2012,SUN ROSIER,1079,1,Serangoon,Condominium
2012,SUNBIRD PARK,1190,3,Tampines,Terrace House
2012,SUNBIRD VIEW,837,1,Tampines,Apartment
2012,SUNFLOWER COURT,674,2,Geylang,Apartment
2012,SUNFLOWER GRANDEUR,988,2,Geylang,Apartment
2012,SUNFLOWER MANSIONS,809,1,Geylang,Apartment
2012,SUNGLADE,1057,25,Serangoon,Condominium
2012,SUNHAVEN,910,25,Tampines,Condominium
2012,SUNNY GROVE,794,1,Geylang,Apartment
2012,SUNNY PALMS,922,6,Bedok,Condominium
2012,SUNNY PARC,962,1,Bedok,Apartment
2012,SUNRISE GARDENS,754,16,Ang Mo Kio,Condominium
2012,SUNRISE VILLA,1214,6,Ang Mo Kio,Terrace House
2012,SUNSET LODGE,952,1,Clementi,Condominium
2012,SUNSHINE GROVE,1010,3,Serangoon,Apartment
2012,SUNSHINE LODGE,963,1,Serangoon,Apartment
2012,SUNSHINE LOFT,1239,3,Bedok,Apartment
2012,SUNSHINE MANSIONS,1219,1,Bedok,Apartment
2012,SUNSHINE PLAZA,1344,7,Rochor,Apartment
2012,SUNSHINE REGENCY,727,1,Marine Parade,Apartment
2012,SUNSHINE RESIDENCE,961,1,Bedok,Apartment
2012,SUNVILLE,981,5,Kallang,Apartment
2012,SURIN GARDENS,975,1,Hougang,Terrace House
2012,SYLVAN LODGE,1481,1,Bukit Timah,Apartment
2012,SYMPHONY HEIGHTS,1033,18,Bukit Batok,Condominium
2012,TAI HWAN GARDEN,1128,9,Serangoon,Detached House
2012,TAI HWAN PARK,1400,2,Serangoon,Terrace House
2012,TAI KENG GARDENS,1061,9,Hougang,Detached House
2012,TAI KENG VILLAS,1074,5,Hougang,Terrace House
2012,TAI PENG GARDENS,1008,1,Hougang,Terrace House
2012,TAIPAN GRAND,969,3,Bedok,Apartment
2012,TAIPAN JADE,783,1,Geylang,Apartment
2012,TAMPINES COURT,633,16,Tampines,Condominium
2012,TAN TONG MENG TOWER,934,1,Novena,Apartment
2012,TANAH MERAH GREEN,1129,5,Bedok,Semi-Detached House
2012,TANAH MERAH MANSION,884,2,Bedok,Condominium
2012,TANAH MERAH PARK,1110,1,Changi,Semi-Detached House
2012,TANAMERA CREST,830,24,Bedok,Condominium
2012,TANGERINE GROVE,1039,5,Hougang,Condominium
2012,TANGLIN HILL CONDOMINIUM,1360,1,Tanglin,Terrace House
2012,TANGLIN PARK,2012,7,Tanglin,Condominium
2012,TANGLIN REGENCY,1286,9,Bukit Merah,Condominium
2012,TANGLIN RESIDENCES,1562,1,Tanglin,Condominium
2012,TANGLIN VIEW,1331,22,Bukit Merah,Condominium
2012,TANJONG RIA CONDOMINIUM,1094,16,Kallang,Condominium
2012,TEACHER'S HOUSING ESTATE,1130,9,Ang Mo Kio,Terrace House
2012,TELOK BLANGAH HOUSE,1316,2,Bukit Merah,Apartment
2012,TELOK KURAU LODGE,875,2,Bedok,Apartment
2012,TELOK MANSION,775,1,Bedok,Apartment
2012,TEMBELINA,856,2,Marine Parade,Apartment
2012,TEMBELING COURT,960,3,Geylang,Apartment
2012,TEMBELING MANSIONS,1049,1,Marine Parade,Apartment
2012,TEMBELING RESIDENCE,1380,6,Marine Parade,Apartment
2012,TEN @ SUFFOLK,1415,3,Novena,Apartment
2012,TERESA 8,878,2,Bukit Merah,Terrace House
2012,TERESA VILLE,1156,8,Bukit Merah,Condominium
2012,TESSA LODGE,1043,1,Marine Parade,Apartment
2012,TEXTILE CENTRE,873,8,Kallang,Apartment
2012,THE 101,1601,1,Downtown Core,Apartment
2012,THE ABERDEEN,908,8,Kallang,Condominium
2012,THE ABODE AT DEVONSHIRE,1677,2,River Valley,Apartment
2012,THE ACACIAS,1182,1,Serangoon,Apartment
2012,THE ADARA,1101,3,Marine Parade,Apartment
2012,THE ALCOVE,741,6,Geylang,Apartment
2012,THE AMARELLE,1299,7,Geylang,Apartment
2012,THE AMBRA,1045,4,Bedok,Apartment
2012,THE AMBROSIA,1253,3,Bedok,Apartment
2012,THE AMERY,1203,4,Bedok,Condominium
2012,THE AMSTON,788,3,Bukit Batok,Apartment
2012,THE ANCHORAGE,1168,23,Queenstown,Condominium
2012,THE ANSLEY,1296,8,Novena,Condominium
2012,THE ARC AT DRAYCOTT,2402,2,Newton,Apartment
2012,THE ARCADIA,1122,10,Bukit Timah,Condominium
2012,THE ARECA,577,4,Toa Payoh,Terrace House
2012,THE ARIEL,1073,4,Geylang,Apartment
2012,THE ARRIS,1673,6,Outram,Apartment
2012,THE ARTE,1253,17,Novena,Condominium
2012,THE ASTON,1395,5,Tanglin,Apartment
2012,THE ATRIA AT MEYER,1397,4,Marine Parade,Condominium
2012,THE AXIS,1555,2,Novena,Apartment
2012,THE AZURE,1931,5,Southern Islands,Condominium
2012,THE BALE,1002,2,Bedok,Apartment
2012,THE BAYCOURT,1026,1,Bedok,Condominium
2012,THE BAYSHORE,965,74,Bedok,Condominium
2012,THE BEACON,1349,11,Bukit Merah,Apartment
2012,THE BEACON EDGE,1357,8,Marine Parade,Apartment
2012,THE BECCAGAYLE,914,1,Bedok,Apartment
2012,THE BELLEFORTE,1192,3,Novena,Apartment
2012,THE BELVEDERE,1525,14,Marine Parade,Condominium
2012,THE BENCOOLEN,1265,10,Rochor,Apartment
2012,THE BERTH BY THE COVE,1655,14,Southern Islands,Condominium
2012,THE BLOSSOMVALE,1277,15,Bukit Timah,Condominium
2012,THE CALLISTA,1032,7,Kallang,Apartment
2012,THE CALROSE,1122,21,Ang Mo Kio,Condominium
2012,THE CALYPSO,987,2,Bedok,Apartment
2012,THE CAPRI,1568,1,Tanglin,Apartment
2012,THE CARPMAELINA,851,1,Geylang,Condominium
2012,THE CASCADIA,1681,81,Bukit Timah,Condominium
2012,THE CASSANDRA,1005,3,Queenstown,Apartment
2012,THE CENTRIO,1440,5,Novena,Apartment
2012,THE CENTRIS,1099,43,Jurong West,Apartment
2012,THE CHANCERY RESIDENCE,808,3,Novena,Terrace House
2012,THE CHUAN,1379,4,Serangoon,Condominium
2012,THE CITRINE,1134,4,Novena,Apartment
2012,THE CLAYMORE,2667,2,Newton,Condominium
2012,THE CLEARWATER,918,27,Bedok,Condominium
2012,THE CLEMENTVALE,942,2,Clementi,Terrace House
2012,THE CLIFT,2417,35,Downtown Core,Apartment
2012,THE COAST AT SENTOSA COVE,1840,4,Southern Islands,Condominium
2012,THE CORNWALL,1640,7,Bukit Timah,Condominium
2012,THE COSMOPOLITAN,2066,17,Singapore River,Condominium
2012,THE COTZ,1484,6,Bedok,Apartment
2012,THE COUNTRYSIDE,1120,7,Ang Mo Kio,Semi-Detached House
2012,THE DAFFODIL,1008,5,Bedok,Apartment
2012,THE DAIRY FARM,1054,16,Bukit Panjang,Condominium
2012,THE DEW,754,15,Bukit Batok,Executive Condominium
2012,THE DOMAIN,876,1,Bedok,Apartment
2012,THE DRAYCOTT,1661,1,Newton,Apartment
2012,THE EASTSIDE,1169,2,Marine Parade,Apartment
2012,THE EDEN AT TAMPINES,778,29,Tampines,Executive Condominium
2012,THE EDGE ON CAIRNHILL,1908,4,Newton,Condominium
2012,THE EDGEWATER,799,3,Pasir Ris,Condominium
2012,THE ELEMENT @ STEVENS,1338,2,Tanglin,Apartment
2012,THE ELYSIA,976,4,Kallang,Apartment
2012,THE EQUATORIAL,1660,6,Tanglin,Condominium
2012,THE ESPARIS,737,32,Pasir Ris,Executive Condominium
2012,THE ESPIRA,1070,5,Bedok,Apartment
2012,THE ESTA,1370,28,Marine Parade,Condominium
2012,THE ESTIVA,1125,5,Queenstown,Apartment
2012,THE ESTORIL,1173,2,Bukit Timah,Apartment
2012,THE FLORAVALE,675,53,Jurong West,Executive Condominium
2012,THE FLORIDA,684,38,Hougang,Executive Condominium
2012,THE FOLIAGE,1126,3,Queenstown,Condominium
2012,THE FORD @ HOLLAND,1678,4,Bukit Timah,Condominium
2012,THE GARDENS AT BISHAN,954,58,Bishan,Condominium
2012,THE GARDENS AT GERALD,625,2,Hougang,Terrace House
2012,THE GERANIUM,866,4,Geylang,Condominium
2012,THE GLACIER,816,3,Bedok,Apartment
2012,THE GRANDHILL,1206,4,Queenstown,Condominium
2012,THE GRANDIFLORA,966,2,Bedok,Apartment
2012,THE GRANGE,2503,1,River Valley,Condominium
2012,THE GREENWOOD,2178,8,Bukit Timah,Terrace House
2012,THE HACIENDA,1088,3,Bedok,Condominium
2012,THE HELICONIA,969,7,Bedok,Condominium
2012,THE HERMITAGE,1504,2,Newton,Apartment
2012,THE HILLSIDE,1015,15,Bukit Batok,Condominium
2012,THE HORIZON,1431,5,Tanglin,Condominium
2012,THE HUNTINGTON,1490,2,Novena,Apartment
2012,THE IMPERIAL,1834,10,Museum,Condominium
2012,THE INFINITI,965,30,Clementi,Condominium
2012,THE INSPIRA,1748,17,River Valley,Condominium
2012,THE JADE,952,21,Bukit Batok,Condominium
2012,THE LADYHILL,2730,1,Tanglin,Condominium
2012,THE LAKESHORE,1046,61,Jurong West,Condominium
2012,THE LATTIZ,911,1,Bedok,Apartment
2012,THE LEGACY,1219,3,Tanglin,Apartment
2012,THE LEGEND,1477,8,Tanglin,Condominium
2012,THE LEVELZ,1538,12,Tanglin,Condominium
2012,THE LIGHT @ CAIRNHILL,1957,6,Newton,Condominium
2012,THE LINC,1534,5,Novena,Apartment
2012,THE LINCOLN MODERN,1452,6,Novena,Apartment
2012,THE LINCOLN RESIDENCES,1708,4,Novena,Condominium
2012,THE LINEAR,846,14,Bukit Panjang,Apartment
2012,THE LOFT,1999,3,Tanglin,Condominium
2012,THE MADEIRA,802,27,Bukit Batok,Condominium
2012,THE MAKENA,1301,40,Marine Parade,Condominium
2012,THE MARBELLA,1592,11,Bukit Timah,Condominium
2012,THE MARQUE @ IRRAWADDY,1247,12,Novena,Apartment
2012,THE MAYFAIR,831,26,Jurong East,Condominium
2012,THE MAYLEA,1302,7,Queenstown,Condominium
